585	chr21	0	10000	1	N	10000	telomere	no
9	chr21	10000	5211193	2	N	5201193	short_arm	no
1	chr21	5211193	9411193	3	N	4200000	contig	no
658	chr21	9595548	9645548	5	N	50000	contig	no
659	chr21	9775437	9825437	7	N	50000	contig	no
661	chr21	10034920	10084920	10	N	50000	contig	no
82	chr21	10215976	10365976	12	N	150000	contig	no
666	chr21	10647896	10697896	15	N	50000	contig	no
670	chr21	11188129	11238129	20	N	50000	clone	no
83	chr21	11238129	11288129	21	N	50000	heterochromatin	no
10	chr21	11288129	14288129	22	N	3000000	centromere	no
694	chr21	14288129	14338129	23	N	50000	clone	no
14	chr21	42955559	43005559	419	N	50000	contig	no
925	chr21	44632664	44682664	447	N	50000	clone	yes
952	chr21	48119895	48129895	515	N	10000	telomere	no
