585	chr2	0	10000	1	N	10000	telomere	no
76	chr2	3529312	3579312	38	N	50000	contig	no
77	chr2	5018788	5118788	52	N	100000	contig	no
709	chr2	16279724	16329724	149	N	50000	contig	no
746	chr2	21153113	21178113	192	N	25000	contig	no
156	chr2	87668206	87718206	739	N	50000	clone	yes
158	chr2	89630436	89830436	755	N	200000	contig	no
1274	chr2	90321525	90371525	760	N	50000	clone	yes
19	chr2	90545103	91545103	762	N	1000000	heterochromatin	no
1283	chr2	91545103	91595103	763	N	50000	clone	no
20	chr2	92326171	95326171	770	N	3000000	centromere	no
178	chr2	110109337	110251337	893	N	142000	contig	no
1727	chr2	149690582	149790582	1221	N	100000	contig	no
2370	chr2	234003741	234053741	1942	N	50000	contig	no
2414	chr2	239801978	239831978	1992	N	30000	contig	no
2422	chr2	240784132	240809132	2001	N	25000	contig	no
304	chr2	243102476	243152476	2025	N	50000	clone	yes
2440	chr2	243189373	243199373	2027	N	10000	telomere	no
