585	chr4	0	10000	1	N	10000	telomere	no
74	chr4	1423146	1478646	15	N	55500	contig	no
652	chr4	8799203	8818203	83	N	19000	contig	no
81	chr4	9274642	9324642	88	N	50000	clone	yes
827	chr4	31820917	31837417	283	N	16500	contig	no
835	chr4	32834638	32840638	294	N	6000	contig	no
892	chr4	40296396	40297096	365	N	700	contig	no
120	chr4	49338941	49488941	445	N	150000	contig	no
1	chr4	49660117	52660117	447	N	3000000	centromere	no
16	chr4	59739333	59789333	510	N	50000	contig	no
1160	chr4	75427379	75452279	651	N	24900	contig	no
255	chr4	191044276	191144276	1657	N	100000	clone	no
2043	chr4	191144276	191154276	1658	N	10000	telomere	no
