585	chr15	0	10000	1	N	10000	telomere	no
1	chr15	10000	17000000	2	N	16990000	short_arm	no
11	chr15	17000000	20000000	3	N	3000000	centromere	no
744	chr15	20894633	20935075	12	N	40442	clone	yes
93	chr15	21398819	21885000	16	N	486181	clone	yes
754	chr15	22212114	22262114	19	N	50000	contig	no
757	chr15	22596193	22646193	23	N	50000	contig	no
764	chr15	23514853	23564853	31	N	50000	contig	no
807	chr15	29159443	29209443	83	N	50000	contig	no
18	chr15	82829645	82879645	518	N	50000	contig	no
1233	chr15	84984473	85034473	539	N	50000	contig	no
1367	chr15	102521392	102531392	690	N	10000	telomere	no
