585	chr7	0	10000	1	N	10000	telomere	no
73	chr7	232484	282484	5	N	50000	clone	yes
969	chr7	50370631	50410631	488	N	40000	contig	no
1	chr7	58054331	61054331	564	N	3000000	centromere	no
131	chr7	61310513	61360513	569	N	50000	heterochromatin	no
131	chr7	61460465	61510465	571	N	50000	clone	yes
1055	chr7	61677020	61727020	573	N	50000	clone	yes
1057	chr7	61917157	61967157	575	N	50000	heterochromatin	no
1155	chr7	74715724	74765724	693	N	50000	clone	yes
1352	chr7	100556043	100606043	952	N	50000	clone	yes
1578	chr7	130154523	130254523	1278	N	100000	clone	yes
1648	chr7	139379377	139404377	1368	N	25000	contig	no
208	chr7	142048195	142098195	1397	N	50000	clone	yes
1670	chr7	142276197	142326197	1399	N	50000	clone	yes
209	chr7	143347897	143397897	1409	N	50000	clone	yes
220	chr7	154270634	154370634	1517	N	100000	contig	no
1799	chr7	159128663	159138663	1563	N	10000	telomere	no
