585	chr10	0	10000	1	N	10000	telomere	no
585	chr10	10000	60000	2	N	50000	contig	no
722	chr10	17974675	18024675	161	N	50000	clone	yes
881	chr10	38818835	38868835	337	N	50000	clone	yes
110	chr10	39154935	39254935	340	N	100000	contig	no
1	chr10	39254935	42254935	341	N	3000000	centromere	no
113	chr10	42254935	42354935	342	N	100000	contig	no
909	chr10	42546687	42596687	344	N	50000	clone	yes
939	chr10	46426964	46476964	375	N	50000	contig	no
118	chr10	47429169	47529169	387	N	100000	contig	no
118	chr10	47792476	47892476	390	N	100000	contig	no
118	chr10	48055707	48105707	392	N	50000	contig	no
119	chr10	49095536	49195536	403	N	100000	contig	no
975	chr10	51137410	51187410	419	N	50000	clone	yes
977	chr10	51398845	51448845	421	N	50000	clone	yes
1545	chr10	125869472	125919472	1061	N	50000	clone	yes
195	chr10	128616069	128766069	1088	N	150000	contig	no
200	chr10	133381404	133431404	1129	N	50000	clone	yes
200	chr10	133677527	133727527	1135	N	50000	clone	yes
202	chr10	135524747	135534747	1156	N	10000	telomere	no
