585	chr13	0	10000	1	N	10000	telomere	no
1	chr13	10000	16000000	2	N	15990000	short_arm	no
1	chr13	16000000	19000000	3	N	3000000	centromere	no
91	chr13	19000000	19020000	4	N	20000	heterochromatin	no
155	chr13	86760324	86910324	617	N	150000	contig	no
180	chr13	112353994	112503994	848	N	150000	contig	no
182	chr13	114325993	114425993	866	N	100000	contig	no
182	chr13	114639948	114739948	870	N	100000	contig	no
1463	chr13	115109878	115159878	875	N	50000	contig	no
1463	chr13	115159878	115169878	876	N	10000	telomere	no
