585	chr9	0	10000	1	N	10000	telomere	no
887	chr9	39663686	39713686	343	N	50000	clone	yes
111	chr9	39974796	40024796	346	N	50000	contig	no
111	chr9	40233029	40283029	348	N	50000	clone	yes
893	chr9	40425834	40475834	350	N	50000	contig	no
897	chr9	40940341	40990341	354	N	50000	contig	no
112	chr9	41143214	41193214	357	N	50000	clone	yes
900	chr9	41365793	41415793	359	N	50000	contig	no
910	chr9	42613955	42663955	370	N	50000	contig	no
114	chr9	43213698	43313698	375	N	100000	contig	no
920	chr9	43946569	43996569	381	N	50000	clone	yes
115	chr9	44676646	44726646	386	N	50000	clone	yes
115	chr9	44908293	44958293	388	N	50000	clone	yes
930	chr9	45250203	45350203	391	N	100000	contig	no
934	chr9	45815521	45865521	397	N	50000	contig	no
937	chr9	46216430	46266430	400	N	50000	clone	yes
117	chr9	46461039	46561039	403	N	100000	contig	no
944	chr9	47060133	47160133	408	N	100000	contig	no
946	chr9	47317679	47367679	410	N	50000	clone	no
1	chr9	47367679	50367679	411	N	3000000	centromere	no
1	chr9	50367679	65367679	412	N	15000000	heterochromatin	no
135	chr9	65367679	65467679	413	N	100000	contig	no
135	chr9	65918360	65968360	418	N	50000	contig	no
1090	chr9	66192215	66242215	421	N	50000	clone	yes
136	chr9	66404656	66454656	423	N	50000	clone	yes
1093	chr9	66614195	66664195	425	N	50000	clone	yes
1095	chr9	66863343	66913343	428	N	50000	clone	yes
0	chr9	67107834	67207834	430	N	100000	contig	no
137	chr9	67366296	67516296	432	N	150000	contig	no
137	chr9	67987998	68137998	437	N	150000	contig	no
138	chr9	68514181	68664181	441	N	150000	contig	no
138	chr9	68838946	68988946	443	N	150000	contig	no
1113	chr9	69278385	69328385	446	N	50000	clone	yes
1119	chr9	70010542	70060542	452	N	50000	clone	yes
17	chr9	70218729	70318729	454	N	100000	contig	no
140	chr9	70506535	70556535	456	N	50000	contig	no
140	chr9	70735468	70835468	458	N	100000	contig	no
161	chr9	92343416	92443416	641	N	100000	clone	yes
161	chr9	92528796	92678796	643	N	150000	clone	yes
24	chr9	133073060	133223060	982	N	150000	contig	no
1630	chr9	137041193	137091193	1020	N	50000	contig	no
205	chr9	139166997	139216997	1040	N	50000	contig	no
207	chr9	141153431	141203431	1057	N	50000	contig	no
1662	chr9	141203431	141213431	1058	N	10000	telomere	no
