585	chr16	0	10000	1	N	10000	telomere	no
585	chr16	10000	60000	2	N	50000	contig	no
81	chr16	8636921	8686921	128	N	50000	clone	yes
105	chr16	34023150	34173150	343	N	150000	contig	no
854	chr16	35285801	35335801	353	N	50000	clone	no
13	chr16	35335801	38335801	354	N	3000000	centromere	no
1	chr16	38335801	46335801	355	N	8000000	heterochromatin	no
938	chr16	46335801	46385801	356	N	50000	clone	no
1259	chr16	88389383	88439383	712	N	50000	contig	no
159	chr16	90294753	90344753	731	N	50000	contig	no
1274	chr16	90344753	90354753	732	N	10000	telomere	no
