585	chr11	0	10000	1	N	10000	telomere	no
585	chr11	10000	60000	2	N	50000	contig	no
74	chr11	1162759	1212759	14	N	50000	clone	yes
972	chr11	50783853	50833853	439	N	50000	clone	no
121	chr11	50833853	51040853	440	N	207000	heterochromatin	no
974	chr11	51040853	51090853	441	N	50000	clone	no
122	chr11	51594205	51644205	446	N	50000	clone	no
15	chr11	51644205	54644205	447	N	3000000	centromere	no
125	chr11	54644205	54694205	448	N	50000	clone	no
1112	chr11	69089801	69139801	575	N	50000	clone	yes
139	chr11	69724695	69774695	583	N	50000	clone	yes
1254	chr11	87688378	87738378	736	N	50000	clone	yes
164	chr11	96287584	96437584	808	N	150000	contig	no
1614	chr11	134946516	134996516	1134	N	50000	contig	no
201	chr11	134996516	135006516	1135	N	10000	telomere	no
