586	chr1	167280	217280	3	N	50000	clone	yes
73	chr1	257582	307582	5	N	50000	contig	no
588	chr1	461231	511231	7	N	50000	contig	no
605	chr1	2624080	2674080	31	N	50000	clone	yes
614	chr1	3835128	3895128	46	N	60000	contig	no
78	chr1	5335220	5385220	65	N	50000	clone	yes
85	chr1	12975585	13025585	150	N	50000	contig	no
685	chr1	13142499	13192499	153	N	50000	contig	no
687	chr1	13429749	13479749	156	N	50000	contig	no
89	chr1	16998245	17048245	195	N	50000	contig	no
101	chr1	29750669	29800669	336	N	50000	contig	no
171	chr1	103636494	103686494	1087	N	50000	contig	no
1377	chr1	103843838	103893838	1089	N	50000	clone	yes
1504	chr1	120498679	120548679	1262	N	50000	contig	no
1506	chr1	120738218	120788218	1264	N	50000	contig	no
1509	chr1	121186957	121236957	1268	N	50000	contig	no
23	chr1	121236957	123476957	1269	N	2240000	centromere	no
0	chr1	123476957	141476957	1270	N	18000000	heterochromatin	no
208	chr1	141672545	141722545	1272	N	50000	contig	no
208	chr1	141909284	141959284	1274	N	50000	contig	no
1669	chr1	142134339	142184339	1276	N	50000	contig	no
1671	chr1	142386048	142436048	1278	N	50000	contig	no
3	chr1	142562525	142612525	1280	N	50000	contig	no
1674	chr1	142807140	142857140	1284	N	50000	contig	no
1675	chr1	142935838	142985838	1286	N	50000	contig	no
209	chr1	143113101	143163101	1288	N	50000	contig	no
1678	chr1	143333770	143383770	1290	N	50000	contig	no
1679	chr1	143422081	143472081	1292	N	50000	contig	no
1679	chr1	143472081	143522081	1293	N	50000	clone	no
210	chr1	144544475	144594475	1307	N	50000	contig	no
1690	chr1	144876007	144926007	1310	N	50000	contig	no
212	chr1	146492662	146542662	1325	N	50000	contig	no
1704	chr1	146727982	146777982	1328	N	50000	contig	no
1706	chr1	146950771	147000771	1330	N	50000	contig	no
1708	chr1	147221084	147271084	1334	N	50000	contig	no
1712	chr1	147726269	147776269	1339	N	50000	contig	no
267	chr1	204189330	204239330	1872	N	50000	contig	no
2145	chr1	204498844	204548844	1875	N	50000	contig	no
2277	chr1	221814469	221864469	2035	N	50000	contig	no
295	chr1	233258834	233308834	2156	N	50000	contig	no
2469	chr1	246974833	247024833	2290	N	50000	contig	no
308	chr1	247199719	247249719	2298	N	50000	clone	no
