585	chr10	0	50000	1	N	50000	clone	no
78	chr10	5627110	5677110	51	N	50000	clone	yes
722	chr10	18014681	18064681	161	N	50000	clone	yes
881	chr10	38858841	38908841	337	N	50000	contig	no
884	chr10	39194941	39244941	340	N	50000	contig	no
13	chr10	39244941	41624941	341	N	2380000	centromere	no
902	chr10	41624941	41674941	342	N	50000	contig	no
904	chr10	41866693	41916693	344	N	50000	contig	no
116	chr10	45746970	45896970	375	N	150000	contig	no
117	chr10	46849175	46999175	387	N	150000	contig	no
118	chr10	47262482	47412482	390	N	150000	contig	no
118	chr10	47575713	47725713	392	N	150000	contig	no
119	chr10	48715542	48865542	403	N	150000	contig	no
121	chr10	50807416	50857416	419	N	50000	clone	yes
121	chr10	51068851	51118851	421	N	50000	clone	yes
1204	chr10	81231464	81241464	681	N	10000	contig	no
1545	chr10	125859462	125909462	1064	N	50000	clone	yes
1566	chr10	128606059	128656059	1091	N	50000	contig	no
1601	chr10	133271394	133281394	1132	N	10000	contig	no
200	chr10	133527517	133577517	1138	N	50000	clone	yes
