585	chr7	0	34000	1	N	34000	telomere	no
73	chr7	327567	477567	8	N	150000	clone	no
952	chr7	48167949	48207949	464	N	40000	clone	no
969	chr7	50338125	50378125	483	N	40000	clone	no
1019	chr7	56955418	57005418	549	N	50000	heterochromatin	no
1	chr7	58058273	61058273	559	N	3000000	centromere	no
131	chr7	61314455	61364455	564	N	50000	heterochromatin	no
131	chr7	61554592	61604592	566	N	50000	heterochromatin	no
17	chr7	74353660	74603660	685	N	250000	clone	no
1645	chr7	139029917	139054917	1356	N	25000	clone	no
1759	chr7	153901567	154001567	1502	N	100000	clone	no
220	chr7	154737899	154817899	1511	N	80000	clone	no
