887	chr9	39653686	39703686	342	N	50000	contig	no
111	chr9	39964796	40014796	345	N	50000	contig	no
111	chr9	40223029	40273029	347	N	50000	contig	no
893	chr9	40415834	40465834	349	N	50000	contig	no
897	chr9	40930341	40980341	353	N	50000	contig	no
112	chr9	41133214	41183214	356	N	50000	contig	no
900	chr9	41355793	41405793	358	N	50000	contig	no
910	chr9	42603951	42653951	369	N	50000	contig	no
914	chr9	43203694	43253694	374	N	50000	contig	no
114	chr9	43886565	43936565	380	N	50000	contig	no
925	chr9	44616642	44666642	385	N	50000	contig	no
927	chr9	44848289	44898289	387	N	50000	contig	no
116	chr9	45190199	45240199	390	N	50000	contig	no
116	chr9	45705517	45755517	396	N	50000	contig	no
14	chr9	46106426	46156426	399	N	50000	contig	no
117	chr9	46351035	46401035	402	N	50000	contig	no
117	chr9	46899953	46949953	407	N	50000	contig	no
14	chr9	47107499	50107499	409	N	3000000	centromere	no
1	chr9	50107499	65107499	410	N	15000000	heterochromatin	no
135	chr9	65107499	65157499	411	N	50000	clone	no
1082	chr9	65157499	65207499	412	N	50000	contig	no
135	chr9	65658180	65708180	417	N	50000	contig	no
1088	chr9	65932035	65982035	420	N	50000	contig	no
136	chr9	66144476	66194476	422	N	50000	contig	no
1091	chr9	66354015	66404015	424	N	50000	contig	no
1093	chr9	66603163	66653163	427	N	50000	contig	no
1095	chr9	66847654	66897654	429	N	50000	contig	no
1096	chr9	67056116	67106116	431	N	50000	contig	no
1100	chr9	67577818	67627818	436	N	50000	contig	no
137	chr9	68004001	68054001	440	N	50000	contig	no
1105	chr9	68228766	68278766	442	N	50000	contig	no
1108	chr9	68568205	68618205	445	N	50000	contig	no
139	chr9	69300362	69350362	451	N	50000	contig	no
1115	chr9	69508549	69558549	453	N	50000	contig	no
1117	chr9	69746355	69796355	455	N	50000	contig	no
139	chr9	69975288	70025288	457	N	50000	contig	no
1283	chr9	91533236	91583236	640	N	50000	clone	yes
1284	chr9	91668616	91718616	642	N	50000	clone	yes
24	chr9	132112881	132162881	981	N	50000	clone	no
1593	chr9	132162881	132212881	982	N	50000	contig	no
202	chr9	136031014	136231014	1020	N	200000	contig	no
1640	chr9	138306818	138336818	1040	N	30000	contig	no
