1	chr15	0	15260000	1	N	15260000	short_arm	no
1	chr15	15260000	18260000	2	N	3000000	centromere	no
735	chr15	19663478	19763478	15	N	100000	clone	no
92	chr15	20097557	20197557	19	N	100000	clone	no
93	chr15	21066294	21116294	27	N	50000	clone	no
773	chr15	24687593	24731593	58	N	44000	clone	no
777	chr15	25169606	25270606	63	N	101000	clone	no
98	chr15	26378746	26478746	74	N	100000	clone	no
790	chr15	26896735	26996735	78	N	100000	clone	no
1200	chr15	80616700	80676700	513	N	60000	clone	no
1216	chr15	82775477	82835477	532	N	60000	clone	no
1320	chr15	96345672	96367672	650	N	22000	clone	no
