74	chr4	1413146	1464146	14	N	51000	clone	no
76	chr4	3883456	3963456	38	N	80000	clone	no
81	chr4	8783740	8933740	81	N	150000	clone	no
12	chr4	31421166	31492166	275	N	71000	clone	no
12	chr4	32468752	32527752	285	N	59000	clone	no
111	chr4	39972791	39992791	354	N	20000	clone	no
119	chr4	49033698	49183698	433	N	150000	clone	no
1	chr4	49354874	52354874	435	N	3000000	centromere	no
1038	chr4	59429326	59479326	497	N	50000	clone	no
139	chr4	69275441	69375441	585	N	100000	clone	no
141	chr4	71536854	71711854	604	N	175000	clone	no
1162	chr4	75641303	75671303	640	N	30000	clone	no
1865	chr4	167795054	167825054	1451	N	30000	clone	no
2044	chr4	191263063	191273063	1650	N	10000	telomere	no
