585	chr6	0	5000	1	N	5000	telomere	no
655	chr6	9199728	9249728	100	N	50000	contig	no
128	chr6	58195618	58245618	621	N	50000	contig	no
1034	chr6	58888125	58938125	628	N	50000	contig	no
16	chr6	58938125	61938125	629	N	3000000	centromere	no
1059	chr6	62186548	62236548	633	N	50000	contig	no
164	chr6	95737264	95937264	992	N	200000	contig	no
1787	chr6	157582649	157632649	1651	N	50000	clone	yes
3	chr6	167766922	167784922	1755	N	18000	contig	no
235	chr6	170021897	170171897	1781	N	150000	contig	no
1888	chr6	170896992	170899992	1791	N	3000	telomere	no
