1	chr22	0	11330000	1	N	11330000	short_arm	no
10	chr22	11330000	14330000	2	N	3000000	centromere	no
86	chr22	14330000	14430000	3	N	100000	contig	no
87	chr22	15077850	15227850	26	N	150000	contig	no
729	chr22	18889431	18939431	80	N	50000	clone	no
907	chr22	42215733	42227733	425	N	12000	clone	no
913	chr22	43057958	43107958	446	N	50000	clone	no
946	chr22	47356150	47366250	532	N	10100	clone	no
119	chr22	48750436	48767136	561	N	16700	clone	no
959	chr22	49087576	49089176	568	N	1600	clone	no
959	chr22	49107103	49126803	574	N	19700	clone	no
120	chr22	49591432	49691432	587	N	100000	telomere	no
